item_id,count,pick_rate,spread,wins,win_rate,tags,name,full_item,total_gold,count_unmasked,wr_unmasked,wr_std_unmasked
3110,159,0.01718918918918919,35,98.0,0.6163522012578616,"[Armor, Aura, CooldownReduction, Mana]",Frozen Heart,True,2700.0,147.0,0.6258503401360545,0.039911610835792526
3111,1452,0.15697297297297294,129,714.0,0.4917355371900826,"[Boots, SpellBlock, Tenacity]",Mercury's Treads,True,1100.0,838.0,0.48568019093078757,0.017265128369036514
3113,122,0.013189189189189187,37,47.0,0.38524590163934425,"[NonbootsMovement, SpellDamage]",Aether Wisp,False,850.0,118.0,0.3813559322033898,0.044714118762997766
3114,125,0.013513513513513514,17,50.0,0.4,"[CooldownReduction, ManaRegen]",Forbidden Idol,False,800.0,117.0,0.39316239316239315,0.04515743833865593
3115,169,0.01827027027027027,19,96.0,0.5680473372781065,"[AttackSpeed, CooldownReduction, OnHit, SpellDamage]",Nashor's Tooth,True,3000.0,159.0,0.5723270440251572,0.039235524807685246
3116,369,0.039891891891891886,41,201.0,0.5447154471544715,"[Health, SpellDamage, Slow]",Rylai's Crystal Scepter,True,2600.0,313.0,0.5527156549520766,0.028104157010795675
3117,1041,0.11254054054054054,62,555.0,0.5331412103746398,[Boots],Boots of Mobility,True,900.0,571.0,0.5604203152364273,0.02077101347761934
3123,62,0.006702702702702703,32,30.0,0.4838709677419355,[Damage],Executioner's Calling,False,800.0,58.0,0.4827586206896552,0.06561417199201615
3124,456,0.049297297297297295,26,261.0,0.5723684210526315,"[Damage, AttackSpeed, SpellDamage, OnHit]",Guinsoo's Rageblade,True,3300.0,358.0,0.5921787709497207,0.025972862620413633
3133,166,0.017945945945945944,39,73.0,0.4397590361445783,"[Damage, CooldownReduction]",Caulfield's Warhammer,False,1100.0,152.0,0.4342105263157895,0.04020275464772894
3134,166,0.017945945945945944,29,78.0,0.4698795180722892,"[Damage, ArmorPenetration]",Serrated Dirk,False,1100.0,148.0,0.46621621621621623,0.041005821599981764
